,E0010,E0011,E0012,E0013,E0014,E0015,E0016,E0017,E0018,E0019,E0020,E0021,E0022,E0023,E0024,E0025,E0026,E0027,E0028,E0029,E0030,E0031,E0032,E0033,E0034,E0035,E0036,E0037,E0038,E0039,E0040,E0041,E0042,E0043,E0044,E0045,E0046,E0047,E0048,E0049,E0050,E0051,E0052,E0053,E0054,E0055,E0056,E0057,E0058,E0059,E0060,E0061,E0062,E0063,E0064,E0065,E0066,E0067,E0068,E0069,E0070,E0071,E0072,E0073,E0074,E0075,E0076,E0077,E0078,E0079,E0080,E0081,E0082,E0083,E0084,E0085,E0086,E0087,E0088,E0089,E0090,E0091,E0092,E0093,E0094,E0095,E0096,E0097,E0098,E0099,E0100,E0101,E0102,E0103,E0104,E0105,E0106,E0107,E0108,E0109
04-Oct,5409.770943,5358.667031,5340.696994,5363.748588,5367.774902,5499.428387,5379.35219,5406.326203,5353.33087,5337.740033,5316.054504,5334.54675,5473.896147,5373.898631,5504.798365,5367.671905,5411.305688,5349.339064,5316.04895,5355.791018,5414.820949,5345.355864,5339.312077,5343.114766,5408.424267,5352.853727,5365.272317,5385.764551,5330.001177,5415.226924,5357.187098,5374.477953,5392.651838,5398.151808,5324.995533,5351.179374,5341.763162,5350.697348,5346.155402,5319.818864,5328.562158,5379.834323,5365.023721,5373.295761,5332.947338,5377.094743,5390.044638,5365.547791,5397.194426,5381.230764,5338.873515,5384.766647,5383.841354,5352.858681,5404.240219,5333.515379,5339.157368,5341.814343,5350.417948,5345.885616,5362.251343,5409.418474,5329.310754,5359.046702,5365.595929,5407.810573,5321.31795,5335.196147,5396.188402,5389.937516,5338.235892,5337.71248,5376.725391,5419.553691,5370.744447,5409.619719,5401.68632,5334.913607,5361.116984,5373.848402,5347.71369,5364.144392,5347.565426,5386.928019,5403.372989,5364.472362,5380.208599,5355.253353,5365.89376,5361.73535,5364.455351,5382.719994,5399.511311,5319.212377,5342.585583,5371.692476,5391.713262,5320.945184,5364.797483,5320.232562
05-Oct,6563.001851,6516.351924,6582.941198,6523.075755,6534.324512,6564.193144,6490.69432,6635.368365,6566.094884,6577.724279,6581.972796,6509.207501,6521.153398,6513.337336,6585.960796,6511.361633,6518.55845,6505.230679,6547.383554,6530.403238,6581.445487,6513.128314,6554.372476,6535.113692,6575.428403,6491.949347,6580.243184,6571.690423,6575.409143,6550.43242,6532.815288,6564.654711,6545.173651,6553.395529,6582.510124,6532.647214,6573.888268,6545.427526,6585.166918,6529.637232,6580.978948,6568.783624,6544.960041,6525.211027,6539.950675,6503.750125,6516.393631,6528.699108,6518.67186,6511.722727,6545.816665,6514.575759,6586.473076,6503.01595,6524.906263,6530.186989,6540.955263,6544.853276,6557.800996,6561.260881,6519.698612,6577.300546,6557.489051,6505.109659,6640.280295,6565.053412,6505.853385,6542.657534,6561.860773,6569.148421,6523.476736,6572.469352,6580.082429,6578.865259,6518.307577,6490.740257,6510.807048,6538.667022,6546.962602,6519.886971,6579.162499,6519.406411,6566.70731,6564.524035,6526.610633,6580.448252,6540.183013,6574.379224,6503.704386,6649.849056,6565.599912,6513.14007,6513.265434,6518.25562,6488.400364,6520.250154,6547.284072,6528.21969,6586.353064,6546.200431
06-Oct,8472.752577,8551.245579,8455.004797,8454.218399,8423.025138,8466.038466,8396.898199,8388.04394,8446.322437,8431.122903,8440.707893,8435.884222,8425.584087,8449.931957,8455.430252,8417.129461,8436.088075,8431.241737,8406.705752,8468.266539,8434.124659,8434.581693,8481.853631,8384.990349,8468.890689,8414.434099,8471.010716,8478.721906,8391.849968,8409.600036,8412.173191,8434.974924,8448.972417,8443.067408,8461.886859,8473.293106,8424.204247,8453.442587,8465.626239,8441.81401,8406.574989,8410.929515,8416.394823,8398.143425,8438.337415,8458.269939,8439.571913,8426.039576,8431.022206,8451.923662,8465.133962,8457.890156,8475.58472,8415.090953,8440.82622,8410.503884,8477.737208,8503.458729,8411.988854,8454.446372,8412.698532,8441.599112,8457.6009,8455.05391,8387.132854,8440.769423,8399.718067,8395.463709,8391.764958,8411.830122,8459.934644,8416.511752,8462.742534,8445.292963,8464.281009,8402.340971,8452.666494,8414.793779,8425.450052,8453.997844,8412.327532,8487.46748,8433.327842,8424.442164,8415.036388,8395.012727,8395.66916,8544.910568,8408.329454,8449.742752,8423.852976,8422.931903,8553.411386,8410.562376,8454.073491,8423.001094,8440.329784,8392.650021,8474.878238,8431.586667
07-Oct,10684.47243,10639.56794,10603.01021,10650.3875,10644.95439,10663.81115,10675.57128,10636.44381,10613.38189,10654.84222,10691.66808,10637.46022,10671.923,10672.0517,10653.18861,10679.70826,10620.86088,10655.89721,10642.92137,10678.70779,10618.48153,10675.39254,10617.64707,10649.75234,10673.40099,10652.1457,10626.47054,10621.98365,10688.32598,10619.01391,10632.32486,10617.96953,10683.1509,10670.13361,10656.92301,10611.32676,10645.2881,10612.25713,10676.98774,10625.54749,10692.00265,10654.20796,10679.3959,10686.78019,10643.83625,10619.70654,10620.00481,10694.01027,10669.07127,10693.03853,10635.47216,10682.26663,10692.51507,10648.02566,10603.78761,10657.62026,10616.78593,10612.71835,10638.49877,10622.55295,10641.58557,10691.89697,10608.81715,10617.82463,10645.77748,10595.62932,10666.95802,10693.76595,10646.20898,10647.64697,10677.59517,10684.82662,10605.90894,10688.0865,10671.3098,10635.7646,10603.75353,10672.57919,10634.89,10660.28548,10613.21133,10665.04526,10683.92522,10659.13244,10626.90217,10675.79474,10647.41646,10596.71469,10668.30037,10612.81792,10686.62987,10632.51916,10658.75825,10667.94201,10687.1461,10729.52809,10730.3466,10663.86212,10635.72873,10625.60361
08-Oct,7301.006672,7317.605653,7636.135283,7333.309817,7346.394891,7280.540618,7323.737835,7334.284757,7299.279063,7388.852024,7275.537668,7393.046125,7269.626354,7321.965137,7338.722287,7284.626139,7333.884987,7284.791602,7364.62512,7274.846669,7289.373002,7335.249017,7340.746813,7367.421705,7279.295659,7337.580006,7307.268222,7365.11301,7293.731653,7367.068342,7362.990979,7327.86059,7294.692066,7315.936791,7271.425106,7308.636411,7297.681193,7269.471564,7350.877189,7315.097143,7362.140092,7315.174095,7274.599055,7304.573771,7293.810764,7313.834601,7315.70201,7347.221563,7342.044669,7357.477406,7411.800994,7320.606853,7283.998978,7358.34207,7307.624926,7317.158208,7305.89249,7331.59332,7328.449279,7311.11716,7342.04898,7272.802431,7349.929646,7273.24239,7363.326655,7287.440856,7367.2919,7341.434221,7350.504302,7389.969406,7285.647128,7362.931911,7305.357075,7306.856225,7310.685283,7276.153203,7353.597544,7363.17175,7284.496405,7288.043078,7299.939694,7342.37798,7325.757758,7358.290053,7319.294679,7339.533888,7337.028028,7302.871755,7313.175724,7269.918361,7319.573936,7286.872832,7348.498484,7307.343342,7315.453433,7363.48551,7326.093905,7316.767122,7296.203711,7308.438699
09-Oct,10264.86676,10249.75477,10223.48343,10200.68613,10175.16798,10196.97255,10184.18073,10259.34632,10237.08553,10247.37301,10227.23254,10250.08022,10269.82437,10207.57871,10270.75383,10272.73757,10245.67612,10282.44242,10232.76323,10239.12131,10242.8893,10203.62783,10211.35991,10227.21646,10188.14001,10217.71135,10236.36637,10187.45295,10255.76177,10261.66951,10186.49877,10266.24425,10179.18497,10311.92031,10267.26118,10237.77778,10239.90329,10189.28038,10242.52469,10192.70418,10244.07158,10266.44783,10247.73707,10237.66611,10271.53186,10240.83245,10248.32763,10250.32192,10263.2658,10241.47118,10365.9523,10261.03549,10185.63785,10198.6084,10245.26163,10269.40926,10213.48793,10235.15104,10221.73381,10227.91266,10252.96875,10193.90345,10238.05862,10232.97151,10184.67196,10262.67323,10251.03547,10244.65018,10213.15793,10293.25824,10206.22232,10177.21758,10189.40666,10298.06901,10226.0664,10253.54527,10233.83746,10206.50733,10267.944,10210.66018,10239.71337,10249.33157,10238.00203,10269.02806,10179.40614,10203.95777,10177.50447,10181.41069,10233.11721,10189.70901,10203.43065,10247.51123,10249.18579,10229.57726,10234.60042,10244.7935,10262.70978,10198.44405,10247.6978,10244.51313
10-Oct,10538.72477,10483.53466,10480.90941,10487.60515,10475.77154,10463.79137,10457.39666,10513.98084,10498.59718,10493.6502,10520.95265,10460.74003,10466.86168,10539.95561,10461.19189,10471.24308,10506.28003,10479.1597,10533.7067,10461.32289,10508.71989,10615.58661,10505.87369,10463.78618,10469.64523,10528.62367,10528.51581,10475.12476,10484.20709,10516.09189,10511.64232,10509.82899,10533.68167,10455.86241,10496.66946,10500.46959,10464.8451,10482.56917,10448.32645,10492.09094,10516.71017,10508.63079,10545.33762,10528.82148,10508.05454,10506.9294,10529.52034,10515.40676,10540.10962,10464.37682,10511.16624,10468.70652,10509.0026,10501.20932,10508.6393,10502.36238,10453.91056,10458.06834,10546.63599,10454.54941,10456.4861,10525.82954,10451.71077,10476.46281,10528.65107,10541.04191,10489.72875,10534.59694,10450.32365,10518.33061,10526.94807,10505.63598,10456.53618,10487.70771,10559.51659,10507.89454,10513.73357,10477.30085,10646.37499,10488.77904,10530.62078,10518.52852,10497.46817,10509.09894,10476.95059,10532.89136,10470.89983,10481.23821,10455.41627,10514.90419,10547.43079,10516.75462,10474.83077,10456.91155,10495.45482,10530.83553,10530.51257,10463.84595,10540.53633,10481.28995
11-Oct,4194.25392,4306.694674,4249.202423,4246.188838,4196.837925,4201.021058,4236.917578,4205.186117,4220.565555,4198.648911,4196.483468,4219.592252,4189.036168,4228.808549,4234.544903,4206.347875,4255.784766,4168.835412,4222.445166,4170.897565,4173.198086,4210.69108,4212.660439,4247.659133,4174.269588,4239.011723,4243.900815,4233.868489,4202.456725,4197.467867,4192.553353,4187.239406,4256.972491,4211.872263,4216.510794,4171.9856,4306.029277,4241.524541,4244.121396,4214.316847,4225.409347,4240.438963,4165.623959,4179.27018,4219.277162,4228.617454,4256.131845,4162.18882,4182.80642,4159.836201,4160.231292,4161.008279,4195.379008,4209.446293,4226.228487,4166.031502,4208.346488,4237.254131,4283.777817,4191.776206,4193.417051,4196.203632,4238.07537,4163.670484,4178.228868,4195.454582,4172.776733,4198.418093,4215.097607,4229.187667,4212.523945,4173.396799,4191.428118,4209.155074,4217.28999,4250.653134,4162.189956,4218.164776,4231.411836,4171.71308,4241.181921,4229.961552,4225.532513,4244.483282,4163.283504,4254.918247,4210.236166,4174.834075,4219.315987,4246.750926,4211.882341,4160.022382,4356.108115,4162.625232,4180.569845,4176.235033,4194.872991,4172.76242,4258.343947,4188.859588
12-Oct,9427.295006,9452.843309,9434.008784,9415.957722,9441.643948,9434.288201,9386.377758,9486.539518,9381.997242,9392.439032,9412.446747,9396.340163,9419.873557,9414.38697,9537.696444,9462.132158,9458.26823,9426.365034,9417.015581,9448.020297,9384.415179,9375.97682,9413.684092,9456.063521,9401.046958,9546.359353,9401.27534,9398.385524,9436.532291,9396.87065,9384.628785,9418.211589,9376.590868,9440.829744,9395.572493,9471.300977,9546.427858,9468.608876,9461.383964,9409.526869,9399.994392,9413.74873,9374.293866,9459.485276,9446.495243,9381.294603,9413.187066,9526.637778,9436.826246,9382.768331,9398.450753,9383.287396,9402.969968,9405.308829,9440.971619,9413.400556,9460.055105,9422.568427,9381.502844,9444.27231,9391.659288,9441.513522,9460.385726,9428.852704,9461.560824,9469.905508,9401.583722,9431.641537,9525.774736,9398.067641,9448.409416,9436.869004,9389.260308,9541.066209,9427.16422,9383.625059,9445.184323,9399.361811,9381.008369,9435.396207,9414.19274,9389.676157,9425.709137,9425.561174,9467.65878,9374.365721,9395.041299,9454.907897,9471.77526,9463.328067,9464.830753,9416.518587,9384.652963,9376.889838,9475.13994,9403.860797,9431.196316,9375.047566,9446.859474,9545.360153
13-Oct,8914.639847,8941.784072,8918.390548,8932.217151,8853.810776,8890.551974,8869.116641,8897.36475,9033.194681,8893.492371,8870.039639,8845.797687,8859.701263,8924.993698,8883.40872,8933.885698,8890.530412,8912.101966,8911.807001,8900.997186,8867.300595,8853.488142,8893.387394,8904.490025,8935.179306,8883.360153,8891.925191,9039.970124,8879.105728,8874.829199,8877.333002,8938.742431,8869.681347,8919.922284,8921.058517,8893.711222,8922.692827,8923.570312,8888.97631,8893.864643,8845.516209,8848.971861,8938.202521,8939.889252,8932.260175,8902.071017,8880.239975,8848.627295,8913.35833,8941.151385,8878.522803,8879.575244,8864.879544,8861.380686,8889.708097,8926.308079,8844.987465,8850.041908,8844.903743,8890.578854,8903.238406,8924.286197,8846.045478,8853.67853,8858.866882,8878.65459,8895.422588,8855.536912,8888.862707,8915.671243,8895.9417,8874.218395,8853.276184,8886.404692,8923.851518,9037.076632,8845.354172,9007.447922,8913.604022,8848.300429,9020.374453,8894.290896,8937.856194,8860.713323,8908.464761,8903.527539,8876.63277,8861.281116,8937.613763,8908.451688,8876.881088,8952.04486,8927.656604,8886.089261,8845.975628,8858.001971,8931.106201,8853.081681,8897.890441,8876.425097
14-Oct,8531.127103,8615.078159,8577.327449,8622.742421,8541.171266,8584.770557,8611.069122,8627.442858,8597.795061,8604.730216,8626.562579,8614.150182,8555.202285,8616.552346,8588.591291,8553.362907,8591.333273,8585.928808,8585.589905,8586.271694,8627.303372,8584.107217,8605.195575,8554.336022,8561.351472,8581.338864,8626.662274,8566.958167,8589.717448,8577.99534,8624.282215,8574.706734,8600.244164,8569.241922,8604.526912,8613.80957,8534.642344,8566.138082,8602.524617,8612.292716,8555.979726,8605.650427,8538.609992,8568.365679,8575.149055,8608.992058,8594.968126,8534.045604,8592.969036,8553.413758,8587.318763,8529.870592,8542.556527,8626.535753,8559.953366,8591.313871,8580.167645,8614.698752,8617.806591,8627.652222,8592.473895,8585.902479,8549.470888,8623.380582,8582.082257,8602.923475,8541.474508,8588.419709,8600.552566,8600.646092,8563.637954,8613.285483,8560.756219,8570.155724,8621.675468,8588.275523,8595.861171,8701.603065,8584.593706,8550.209566,8538.974393,8567.502887,8579.805902,8583.274544,8555.117815,8601.401912,8529.380556,8626.756605,8584.018675,8572.073932,8566.779625,8583.117863,8616.687257,8581.330908,8607.840567,8597.636841,8569.546877,8560.621727,8538.87834,8600.365421
15-Oct,5602.659261,5621.42427,5584.827073,5670.038458,5641.945522,5641.425026,5673.403358,5781.464979,5586.009152,5679.665322,5635.126336,5658.092131,5621.889479,5590.51991,5668.4316,5736.187947,5645.681934,5662.8607,5598.634843,5611.547887,5622.280639,5604.818301,5680.529055,5604.257723,5612.423743,5618.206035,5585.155125,5667.186831,5589.120132,5590.396029,5669.469437,5604.252567,5666.157091,5650.632909,5656.366332,5647.866414,5769.811215,5673.745652,5641.953533,5609.957217,5661.624068,5627.38714,5652.955748,5620.862332,5653.730869,5650.132263,5635.404467,5636.206239,5681.816646,5621.656842,5596.959794,5615.955689,5587.900294,5644.994781,5659.338829,5621.393764,5590.558841,5629.910324,5679.453089,5597.355512,5672.988066,5667.761646,5584.963717,5616.419075,5642.172885,5648.650773,5589.19996,5636.520127,5739.200452,5675.452933,5654.755372,5668.877965,5640.679685,5610.306661,5681.959126,5747.890047,5612.960614,5608.137852,5645.440529,5584.374679,5653.49312,5658.181341,5609.908989,5592.937952,5782.427246,5610.812767,5627.2445,5604.490664,5664.023698,5649.620817,5634.392082,5653.728005,5665.831655,5767.49018,5623.537301,5645.777335,5638.963276,5646.140275,5669.391364,5603.568417
16-Oct,10723.16013,10750.45323,10753.35073,10661.26484,10725.25677,10700.0142,10748.11714,10658.37405,10681.04885,10733.35643,10691.47239,10729.73808,10675.09809,10721.67535,10830.70724,10743.20531,10680.44459,10708.88147,10702.3023,10658.73074,10698.08673,10736.12455,10686.08741,10796.33517,10698.63342,10751.87809,10708.18803,10659.65687,10709.75942,10729.72215,10658.07136,10657.65627,10685.50694,10737.70959,10668.77181,10692.83279,10709.9114,10690.29037,10733.44137,10726.85234,10675.4234,10704.74311,10716.62163,10695.20247,10750.11599,10744.00354,10682.18614,10737.00792,10720.71819,10753.2578,10680.20828,10697.10638,10688.92122,10720.35997,10738.74677,10743.64652,10680.22283,10682.26463,10673.8674,10682.6765,10729.29766,10713.17082,10698.65338,10708.08705,10737.322,10676.86322,10732.46399,10685.60156,10667.54636,10731.46829,10670.42109,10722.72081,10706.59588,10691.20636,10674.97873,10815.50446,10726.4059,10754.4122,10736.76012,10672.58663,10681.85272,10721.57912,10726.81143,10736.50978,10693.27734,10741.54746,10672.37257,10840.68536,10713.17571,10784.97675,10854.28504,10797.17977,10709.04786,10756.32144,10719.60974,10699.87354,10682.15005,10750.9718,10671.27071,10754.95599
17-Oct,2975.216731,3040.674217,2978.227975,3047.680379,3057.285322,3035.724091,2972.699069,3008.615068,3001.770638,3013.690158,2987.312346,3123.853786,3021.970408,2963.405431,2971.5069,3012.209532,2985.020828,3048.283945,3054.005325,3000.495027,3002.000279,3042.350676,2972.652636,3041.417404,3008.246398,3045.217886,3007.463829,3026.686544,3018.883514,3044.750003,3001.259747,3038.123251,2961.618568,2962.22939,2985.709369,3045.363709,2962.673562,3130.928263,2968.867894,2967.111686,3037.120967,2981.054062,3051.984112,3034.008857,3046.865158,3053.160397,3024.224344,2983.551301,2962.488427,3048.00509,3015.183259,3010.913355,3050.782332,2958.951298,3034.030347,2975.590332,3030.552991,3038.378261,3050.018183,3031.029276,2982.052695,3054.508605,2977.205694,3031.952418,2981.891287,3030.383253,2979.928064,2983.281829,3055.342039,2972.305159,2965.970021,2973.114568,3055.769664,2984.427988,2959.414358,3042.877602,3040.242057,3039.869199,3033.195606,3035.653863,2990.506706,2966.773636,2977.90396,2979.91435,3018.838162,3009.630357,3041.344944,3040.717479,3041.769856,2995.041646,3056.0029,3002.386326,2987.183546,2966.414831,3073.086381,2991.386585,3034.580488,3098.205176,3002.993925,2964.616163
18-Oct,9246.560875,9221.776718,9238.513442,9329.244465,9154.172116,9172.937733,9194.760456,9236.122705,9227.395486,9165.078232,9162.077315,9193.00754,9226.393296,9184.234065,9184.57035,9243.684428,9201.986049,9167.058013,9235.627265,9163.944966,9200.059593,9190.307551,9163.413275,9179.961,9172.662556,9246.399254,9223.477637,9191.887844,9245.404001,9213.025838,9229.319502,9187.255133,9177.075093,9335.041279,9204.052311,9199.365274,9201.943744,9152.86609,9169.736327,9165.88552,9221.896081,9215.955031,9209.919454,9247.391222,9228.500345,9186.788587,9250.365994,9179.373112,9212.519157,9207.751179,9181.6257,9169.835907,9240.156894,9181.525216,9211.103113,9199.979161,9219.580578,9204.879136,9173.638613,9276.01705,9234.360516,9222.997429,9189.676541,9198.646433,9165.425956,9225.477821,9196.276419,9233.06297,9189.726671,9235.350024,9198.555662,9229.130156,9202.936684,9219.178936,9237.039,9202.868467,9174.715445,9187.553397,9252.558031,9210.662785,9244.126263,9184.799739,9165.898652,9246.189022,9186.219482,9199.652646,9154.846526,9172.791301,9228.119668,9200.576127,9177.178527,9174.264667,9198.830857,9172.495233,9173.307137,9158.860797,9246.991281,9201.964072,9223.931106,9190.62938
19-Oct,6554.324039,6574.238599,6581.345969,6540.957232,6662.880927,6578.084346,6591.261258,6577.648191,6601.892829,6555.685294,6606.291578,6615.997254,6589.744334,6623.171361,6628.885034,6545.914289,6624.184723,6547.204639,6606.025603,6595.793691,6611.724592,6563.982892,6550.927352,6558.288183,6544.781901,6579.898286,6594.137615,6586.732933,6593.753969,6628.021722,6566.483603,6562.141779,6607.82676,6566.642999,6561.746094,6622.874002,6574.995463,6588.050186,6548.906181,6722.299194,6544.779715,6612.514791,6535.29438,6566.975741,6568.156411,6544.997768,6578.38389,6615.385572,6605.531929,6538.181913,6714.842455,6622.60272,6574.385491,6614.956902,6611.97399,6615.682622,6620.068974,6721.365555,6615.351364,6573.019791,6620.092032,6593.822769,6707.730385,6536.896962,6560.898473,6578.809946,6534.970009,6586.884377,6601.558454,6564.171386,6561.677352,6589.651192,6612.39677,6559.587447,6594.25021,6726.612186,6551.082981,6579.761517,6563.099381,6569.371174,6564.44786,6618.16459,6622.091106,6617.241738,6712.223842,6534.850024,6678.185168,6584.822104,6589.654865,6569.459038,6555.126344,6562.723553,6580.425369,6551.424496,6618.316204,6625.039494,6580.858891,6564.856933,6609.210597,6594.539759
20-Oct,1707.262068,1739.158153,1722.869283,1743.774386,1679.284835,1715.451913,1716.378953,1751.63181,1673.025812,1714.745322,1711.748696,1705.53004,1762.743263,1708.017211,1698.114343,1724.331738,2050.673659,1683.59188,1745.772656,1847.703954,1807.378136,1737.739167,1718.359063,1741.577562,1710.774799,1742.859746,1761.53226,1686.7155,1688.700458,1754.702897,1712.197231,1729.285479,1712.012071,1696.346098,1701.886776,1672.827236,1764.845756,1708.695111,1740.472875,1716.518128,1758.997142,1753.966893,1741.6072,1753.484406,1757.329543,1754.839417,1729.041357,1759.105641,1751.743442,1693.606489,1695.244638,1719.72347,1687.729016,1761.359273,1693.044385,1723.449851,1697.130112,1688.815885,1677.316729,1759.418308,1700.993973,1700.352403,1681.117498,1742.579065,1702.472324,1719.782355,1758.972282,1700.509651,1706.569651,1837.907234,1681.620307,1673.491862,1678.178744,1725.620565,1715.111904,1712.978072,1738.633013,1679.744767,1704.61154,1721.121122,1720.774629,1741.78048,1750.991184,1698.089946,1750.948185,1723.302402,1761.500336,1729.298916,1719.866657,1727.475117,1745.595637,1676.916666,1746.58552,1744.194335,1765.781466,1672.478108,1743.581553,1705.457951,1759.32641,1779.61182
21-Oct,4862.568204,4941.757548,4891.283304,4872.788149,4922.091671,4879.27604,4929.23312,4910.068695,4876.655234,4860.81791,4917.803602,4882.994356,4976.434041,4878.727809,4916.455705,4914.416285,4910.211111,4878.152178,4898.427475,4932.853788,5018.394349,4942.377079,4968.893363,4875.915772,4992.984913,4924.643974,4922.429282,4897.305134,4909.578608,4935.788649,4860.629405,4883.183494,4899.108707,4894.068979,4898.089599,4897.973257,4948.914213,4871.583477,4879.899906,5039.082655,4939.452377,4930.502182,4863.425856,4861.445028,5029.076098,4943.109501,5045.220206,4917.403867,4901.963491,4935.10072,4959.352135,4923.837693,4862.619173,4870.610726,4873.204007,4890.311953,4918.354346,4895.870984,4911.215899,4947.554258,4920.737004,4863.729948,4904.821938,4880.07267,4917.341373,4904.331938,4891.531022,4897.414616,4953.650896,4896.895959,4964.676108,4877.133745,4882.189842,4890.980035,4860.692553,4941.667881,4947.866655,4939.615686,4879.555866,4940.646337,4923.548964,4914.84209,4912.098536,4939.199928,4957.621862,4894.094576,4871.572661,4944.720036,4922.973061,4910.571507,4945.467227,4869.559987,4901.214804,4924.883779,4867.076353,4945.045089,4951.336652,4950.57354,4947.311007,4907.441798
22-Oct,3024.99038,2974.212056,2987.34622,3040.875242,3004.655849,3062.729778,3047.579889,3056.356966,3152.685323,3014.556891,3015.822419,2994.582635,3030.412833,3086.804478,3013.527916,3010.629337,3060.830709,3039.990299,2995.827236,3058.941319,3035.698297,3018.170386,2998.049078,3012.271298,3006.965023,3017.580431,3156.779409,3021.543552,2997.425905,3002.885356,3008.113479,2972.630635,2986.862035,3074.897451,3001.991372,3005.610759,3022.072053,3006.647091,2965.520257,3007.362137,3035.513746,2980.780976,2991.872283,2964.367404,2986.249821,2979.694952,2995.135851,3015.088602,2980.535415,3056.758987,3029.920213,3039.783188,3096.514348,3031.920904,3015.135827,3041.932154,3000.328294,3002.890095,2987.882681,2969.167231,3051.624165,2981.944667,2989.193305,3024.023117,3005.914378,3040.029176,3132.59803,2973.56279,3024.853882,3124.421312,3046.263054,3024.375377,2973.813067,3047.558935,3041.666154,2982.713579,2964.068417,2993.869931,2967.482581,2974.001516,3050.978595,3014.601034,3037.546937,3019.885151,3051.002143,3057.665242,3106.486101,3046.752857,3018.60584,3061.748892,3045.521537,3022.081355,2971.08106,3101.687827,3061.709744,2981.917113,2980.951328,3042.464338,2964.313675,2975.462299
23-Oct,11013.77748,10970.9406,10959.92745,10997.11723,11042.70377,10960.5365,11013.57194,10968.0928,10974.06997,11005.72728,11012.53956,10990.00067,10949.69108,10958.67467,10948.1479,10945.99622,10953.69368,10962.08787,10997.8584,10995.83287,10985.55301,11039.48858,11034.72164,11088.70817,10956.91078,10959.59771,10955.32011,10971.86049,11024.64034,11003.86727,10950.35025,11018.40848,11033.33974,10962.33868,10959.54894,11139.84788,11089.85778,10954.24049,10997.27669,10955.07257,11005.39077,10951.20186,11109.56032,11042.52245,10973.77135,10995.77987,10950.88947,10955.93134,10995.21804,10946.23103,10946.69408,10965.50874,10946.82021,11004.64388,11012.42748,10980.87273,11006.62537,11003.86771,10999.28814,11024.52819,10987.71207,10960.18288,10975.14144,11040.62153,11031.2983,10945.78358,10996.14841,11061.56615,11024.53463,10995.60568,10986.28255,11003.04517,10983.32687,10949.03786,11053.66693,11022.39148,11025.84965,11029.03546,11140.2316,11036.70912,11009.18669,11040.83593,10990.38092,10951.91232,10951.34817,10980.52879,10971.5029,10973.02146,11010.29535,11006.8493,11030.56778,10989.18699,11116.17618,10982.65588,10990.68409,10958.61335,10984.48911,10946.55805,10993.94948,11037.34068
24-Oct,1551.389735,1555.539922,1594.212239,1540.835485,1544.524966,1499.441803,1499.687524,1553.058408,1557.261383,1570.985939,1589.549849,1590.903769,1558.823196,1523.615093,1494.848522,1546.968494,1533.761787,1558.889914,1500.495391,1601.838683,1544.689294,1549.05214,1497.478156,1536.689457,1541.182102,1586.534993,1545.260778,1580.63846,1551.161612,1578.392423,1573.372198,1674.227945,1586.457775,1583.304058,1553.721544,1622.617494,1494.441325,1561.527077,1506.60776,1536.290249,1545.277095,1581.419449,1495.512339,1689.951491,1514.405507,1526.743811,1494.881245,1569.675143,1521.697935,1632.105172,1523.174074,1546.986365,1567.491811,1572.580689,1540.87029,1562.764751,1509.839709,1541.663338,1500.975919,1611.649659,1521.156887,1525.968539,1583.947291,1504.35267,1508.172528,1564.661597,1532.441444,1518.203453,1511.498748,1553.180012,1572.15101,1508.050494,1567.542678,1515.860347,1525.533029,1574.878674,1586.465284,1562.877696,1578.556726,1885.923369,1586.381446,1533.379327,1517.931451,1577.854657,1579.394211,1566.180374,1529.491573,1526.805812,1537.338619,1580.9384,1566.891318,1502.603871,1538.368169,1510.497021,1495.555909,1508.113885,1587.386957,1542.633765,1624.520744,1554.309101
25-Oct,7615.999745,7625.133773,7628.084918,7660.880278,7602.083869,7689.869328,7600.895252,7635.435719,7647.366824,7658.336349,7608.708336,7611.928214,7739.989867,7662.90911,7665.79848,7660.088411,7607.253704,7652.780503,7791.866659,7671.486474,7629.557788,7676.451652,7615.090178,7618.519743,7669.079807,7611.318724,7615.260149,7599.092835,7674.854073,7626.102248,7674.18054,7612.417977,7649.093732,7612.169364,7594.963599,7661.333491,7656.710803,7660.954867,7660.084135,7639.058689,7636.53865,7692.388697,7609.821645,7648.970334,7692.469959,7674.235568,7690.346522,7620.243697,7645.406061,7612.503909,7685.632924,7687.532487,7635.01021,7605.752194,7617.923496,7617.603014,7666.65572,7649.998563,7654.776993,7694.888218,7606.011634,7681.06382,7667.928847,7627.147089,7640.97499,7645.215352,7680.31781,7665.612621,7656.461214,7604.998587,7667.169278,7650.403662,7608.598269,7647.273198,7683.605872,7634.132482,7630.562162,7609.356346,7637.391312,7659.746063,7633.060457,7631.724602,7627.114322,7675.269237,7658.891945,7671.842965,7610.476376,7641.395626,7636.958052,7603.325176,7624.656292,7661.239816,7619.386395,7607.048637,7688.800179,7637.937436,7607.257357,7657.740854,7620.116424,7659.054882
